
==> Dump Arguments:
pruning method: intermittent
visible gpus: 7
sensitivity analysis: OFF
overall pruning ratio: 0.2
stage: 3

0
0

==> Setting params:
batch_size : 600
test_batch_size : 600
epochs : 500
lr_epochs : 500
lr : 0.0001
momentum : 0.9
weight_decay : 0.0001
no_cuda : False
seed : 1
log_interval : 100
arch : HAR
pretrained : saved_models/intermittent/HAR/stage_2.pth.tar
evaluate : False
retrain : False
prune : intermittent
prune_shape : vector
prune_target : None
stage : 3
debug : -1
candidates_pruning_ratios : [0.0, 0.0, 0.0, 0.0]
gpus : [0]
visible_gpus : 7
learning_rate_list : [0.0001]
sa : True
sen_ana : False
overall_pruning_ratio : 0.2
cuda : False
====================

Download HAR dataset ...
Download HAR dataset ...
HAR_CNN(
  (conv1): Conv2d(9, 18, kernel_size=(1, 2), stride=(1, 1), padding=(0, 1))
  (relu_conv1): ReLU()
  (pool1): MaxPool2d(kernel_size=(1, 2), stride=2, padding=0, dilation=1, ceil_mode=False)
  (conv2): Conv2d(18, 36, kernel_size=(1, 2), stride=(1, 1), padding=(0, 1))
  (relu_conv2): ReLU()
  (pool2): MaxPool2d(kernel_size=(1, 2), stride=2, padding=0, dilation=1, ceil_mode=False)
  (conv3): Conv2d(36, 72, kernel_size=(1, 2), stride=(1, 1), padding=(0, 1))
  (relu_conv3): ReLU()
  (pool3): MaxPool2d(kernel_size=(1, 2), stride=2, padding=0, dilation=1, ceil_mode=False)
  (ip1): Linear(in_features=1152, out_features=6, bias=True)
)
==> Start pruning ...
[3072, 2688, 2880, 322]
===> Starting Simulated Annealing...
[Iter 0] cur_temp: 100.00 | stop_temp: 20.00 | Loss: -inf | Best perf: -inf[Iter 1] cur_temp: 90.00 | stop_temp: 20.00 | Loss: -0.5636 | Best perf: -0.5636[Iter 2] cur_temp: 81.00 | stop_temp: 20.00 | Loss: -0.7681 | Best perf: -0.5636[Iter 3] cur_temp: 72.90 | stop_temp: 20.00 | Loss: -1.9935 | Best perf: -0.5636[Iter 4] cur_temp: 65.61 | stop_temp: 20.00 | Loss: -2.9744 | Best perf: -0.5636[Iter 5] cur_temp: 59.05 | stop_temp: 20.00 | Loss: -0.7681 | Best perf: -0.5636[Iter 6] cur_temp: 53.14 | stop_temp: 20.00 | Loss: -0.5636 | Best perf: -0.5636[Iter 7] cur_temp: 47.83 | stop_temp: 20.00 | Loss: -1.9935 | Best perf: -0.5636[Iter 8] cur_temp: 43.05 | stop_temp: 20.00 | Loss: -1.9935 | Best perf: -0.5636[Iter 9] cur_temp: 38.74 | stop_temp: 20.00 | Loss: -0.6774 | Best perf: -0.5636[Iter 10] cur_temp: 34.87 | stop_temp: 20.00 | Loss: -0.7681 | Best perf: -0.5636[Iter 11] cur_temp: 31.38 | stop_temp: 20.00 | Loss: -0.7681 | Best perf: -0.5636[Iter 12] cur_temp: 28.24 | stop_temp: 20.00 | Loss: -0.5211 | Best perf: -0.5211[Iter 13] cur_temp: 25.42 | stop_temp: 20.00 | Loss: -0.7681 | Best perf: -0.5211[Iter 14] cur_temp: 22.88 | stop_temp: 20.00 | Loss: -0.9677 | Best perf: -0.5211[Iter 15] cur_temp: 20.59 | stop_temp: 20.00 | Loss: -0.5636 | Best perf: -0.5211
------------------------------------------------------------------
- Intermittent-aware weight pruning info:
- Layer 0:        162 /        324 (50.0%) weights are pruned
- Layer 1:        756 /       1296 (58.3%) weights are pruned
- Layer 2:       3456 /       5184 (66.7%) weights are pruned
- Layer 3:       2752 /       6912 (39.8%) weights are pruned
- Total  :       7126 /      13716 (52.0%) weights are pruned
------------------------------------------------------------------

[Epoch: 1| Loss: 0.3039| Accuracy: 89.31| Best Accuracy: 89.31]
[Epoch: 44| Loss: 0.2572| Accuracy: 91.96| Best Accuracy: 91.96]
[Epoch: 45| Loss: 0.2571| Accuracy: 91.99| Best Accuracy: 91.99]
[Epoch: 46| Loss: 0.2571| Accuracy: 92.03| Best Accuracy: 92.03]
[Epoch: 47| Loss: 0.2571| Accuracy: 92.03| Best Accuracy: 92.03]
[Epoch: 48| Loss: 0.2570| Accuracy: 92.03| Best Accuracy: 92.03]
[Epoch: 49| Loss: 0.2570| Accuracy: 91.96| Best Accuracy: 92.03]
[Epoch: 50| Loss: 0.2570| Accuracy: 92.03| Best Accuracy: 92.03]
[Epoch: 51| Loss: 0.2570| Accuracy: 92.16| Best Accuracy: 92.16]
[Epoch: 52| Loss: 0.2569| Accuracy: 92.20| Best Accuracy: 92.20]
[Epoch: 53| Loss: 0.2569| Accuracy: 92.20| Best Accuracy: 92.20]
[Epoch: 54| Loss: 0.2568| Accuracy: 92.16| Best Accuracy: 92.20]
[Epoch: 55| Loss: 0.2568| Accuracy: 92.20| Best Accuracy: 92.20]
[Epoch: 56| Loss: 0.2568| Accuracy: 92.20| Best Accuracy: 92.20]
[Epoch: 57| Loss: 0.2567| Accuracy: 92.26| Best Accuracy: 92.26]
[Epoch: 58| Loss: 0.2567| Accuracy: 92.26| Best Accuracy: 92.26]
[Epoch: 59| Loss: 0.2566| Accuracy: 92.30| Best Accuracy: 92.30]
[Epoch: 60| Loss: 0.2566| Accuracy: 92.30| Best Accuracy: 92.30]
[Epoch: 61| Loss: 0.2565| Accuracy: 92.33| Best Accuracy: 92.33]
[Epoch: 62| Loss: 0.2565| Accuracy: 92.33| Best Accuracy: 92.33]
[Epoch: 63| Loss: 0.2564| Accuracy: 92.37| Best Accuracy: 92.37]
[Epoch: 64| Loss: 0.2564| Accuracy: 92.37| Best Accuracy: 92.37]
[Epoch: 65| Loss: 0.2563| Accuracy: 92.33| Best Accuracy: 92.37]
[Epoch: 66| Loss: 0.2563| Accuracy: 92.37| Best Accuracy: 92.37]
[Epoch: 67| Loss: 0.2562| Accuracy: 92.43| Best Accuracy: 92.43]
[Epoch: 68| Loss: 0.2562| Accuracy: 92.43| Best Accuracy: 92.43]
[Epoch: 69| Loss: 0.2561| Accuracy: 92.43| Best Accuracy: 92.43]
[Epoch: 70| Loss: 0.2560| Accuracy: 92.43| Best Accuracy: 92.43]
[Epoch: 71| Loss: 0.2560| Accuracy: 92.43| Best Accuracy: 92.43]
[Epoch: 72| Loss: 0.2559| Accuracy: 92.43| Best Accuracy: 92.43]
[Epoch: 73| Loss: 0.2558| Accuracy: 92.50| Best Accuracy: 92.50]
[Epoch: 74| Loss: 0.2558| Accuracy: 92.50| Best Accuracy: 92.50]
[Epoch: 75| Loss: 0.2557| Accuracy: 92.47| Best Accuracy: 92.50]
[Epoch: 76| Loss: 0.2556| Accuracy: 92.47| Best Accuracy: 92.50]
[Epoch: 77| Loss: 0.2556| Accuracy: 92.47| Best Accuracy: 92.50]
[Epoch: 78| Loss: 0.2555| Accuracy: 92.47| Best Accuracy: 92.50]
[Epoch: 79| Loss: 0.2554| Accuracy: 92.50| Best Accuracy: 92.50]
[Epoch: 80| Loss: 0.2554| Accuracy: 92.50| Best Accuracy: 92.50]
[Epoch: 81| Loss: 0.2553| Accuracy: 92.50| Best Accuracy: 92.50]
[Epoch: 82| Loss: 0.2552| Accuracy: 92.50| Best Accuracy: 92.50]
[Epoch: 83| Loss: 0.2551| Accuracy: 92.50| Best Accuracy: 92.50]
[Epoch: 84| Loss: 0.2550| Accuracy: 92.50| Best Accuracy: 92.50]
[Epoch: 85| Loss: 0.2550| Accuracy: 92.50| Best Accuracy: 92.50]
[Epoch: 86| Loss: 0.2549| Accuracy: 92.53| Best Accuracy: 92.53]
[Epoch: 87| Loss: 0.2548| Accuracy: 92.57| Best Accuracy: 92.57]
[Epoch: 88| Loss: 0.2547| Accuracy: 92.57| Best Accuracy: 92.57]
[Epoch: 89| Loss: 0.2546| Accuracy: 92.57| Best Accuracy: 92.57]
[Epoch: 90| Loss: 0.2545| Accuracy: 92.57| Best Accuracy: 92.57]
[Epoch: 91| Loss: 0.2545| Accuracy: 92.57| Best Accuracy: 92.57]
[Epoch: 92| Loss: 0.2544| Accuracy: 92.60| Best Accuracy: 92.60]
[Epoch: 93| Loss: 0.2543| Accuracy: 92.67| Best Accuracy: 92.67]
[Epoch: 94| Loss: 0.2542| Accuracy: 92.67| Best Accuracy: 92.67]
[Epoch: 95| Loss: 0.2541| Accuracy: 92.67| Best Accuracy: 92.67]
[Epoch: 96| Loss: 0.2540| Accuracy: 92.70| Best Accuracy: 92.70]
[Epoch: 97| Loss: 0.2539| Accuracy: 92.70| Best Accuracy: 92.70]
[Epoch: 98| Loss: 0.2538| Accuracy: 92.70| Best Accuracy: 92.70]
[Epoch: 99| Loss: 0.2537| Accuracy: 92.74| Best Accuracy: 92.74]
[Epoch: 100| Loss: 0.2536| Accuracy: 92.74| Best Accuracy: 92.74]
[Epoch: 101| Loss: 0.2535| Accuracy: 92.77| Best Accuracy: 92.77]
[Epoch: 102| Loss: 0.2534| Accuracy: 92.77| Best Accuracy: 92.77]
[Epoch: 103| Loss: 0.2533| Accuracy: 92.77| Best Accuracy: 92.77]
[Epoch: 104| Loss: 0.2532| Accuracy: 92.77| Best Accuracy: 92.77]
[Epoch: 105| Loss: 0.2531| Accuracy: 92.77| Best Accuracy: 92.77]
[Epoch: 106| Loss: 0.2530| Accuracy: 92.77| Best Accuracy: 92.77]
[Epoch: 107| Loss: 0.2529| Accuracy: 92.77| Best Accuracy: 92.77]
[Epoch: 108| Loss: 0.2529| Accuracy: 92.77| Best Accuracy: 92.77]
[Epoch: 109| Loss: 0.2528| Accuracy: 92.81| Best Accuracy: 92.81]
[Epoch: 110| Loss: 0.2527| Accuracy: 92.77| Best Accuracy: 92.81]
[Epoch: 111| Loss: 0.2526| Accuracy: 92.77| Best Accuracy: 92.81]
[Epoch: 112| Loss: 0.2525| Accuracy: 92.77| Best Accuracy: 92.81]
[Epoch: 113| Loss: 0.2525| Accuracy: 92.77| Best Accuracy: 92.81]
[Epoch: 114| Loss: 0.2524| Accuracy: 92.77| Best Accuracy: 92.81]
[Epoch: 115| Loss: 0.2524| Accuracy: 92.77| Best Accuracy: 92.81]
[Epoch: 116| Loss: 0.2523| Accuracy: 92.77| Best Accuracy: 92.81]
[Epoch: 117| Loss: 0.2523| Accuracy: 92.74| Best Accuracy: 92.81]
[Epoch: 118| Loss: 0.2522| Accuracy: 92.81| Best Accuracy: 92.81]
[Epoch: 119| Loss: 0.2522| Accuracy: 92.81| Best Accuracy: 92.81]
[Epoch: 120| Loss: 0.2522| Accuracy: 92.81| Best Accuracy: 92.81]
[Epoch: 121| Loss: 0.2521| Accuracy: 92.81| Best Accuracy: 92.81]
[Epoch: 122| Loss: 0.2521| Accuracy: 92.84| Best Accuracy: 92.84]
[Epoch: 123| Loss: 0.2521| Accuracy: 92.87| Best Accuracy: 92.87]
[Epoch: 124| Loss: 0.2521| Accuracy: 92.87| Best Accuracy: 92.87]
[Epoch: 125| Loss: 0.2521| Accuracy: 92.87| Best Accuracy: 92.87]
[Epoch: 126| Loss: 0.2521| Accuracy: 92.87| Best Accuracy: 92.87]
[Epoch: 127| Loss: 0.2521| Accuracy: 92.87| Best Accuracy: 92.87]
[Epoch: 128| Loss: 0.2521| Accuracy: 92.87| Best Accuracy: 92.87]
[Epoch: 129| Loss: 0.2521| Accuracy: 92.91| Best Accuracy: 92.91]
[Epoch: 130| Loss: 0.2521| Accuracy: 92.91| Best Accuracy: 92.91]
[Epoch: 131| Loss: 0.2521| Accuracy: 92.91| Best Accuracy: 92.91]
[Epoch: 132| Loss: 0.2521| Accuracy: 92.94| Best Accuracy: 92.94]
[Epoch: 133| Loss: 0.2522| Accuracy: 92.94| Best Accuracy: 92.94]
[Epoch: 134| Loss: 0.2522| Accuracy: 92.94| Best Accuracy: 92.94]
[Epoch: 135| Loss: 0.2522| Accuracy: 92.94| Best Accuracy: 92.94]
[Epoch: 136| Loss: 0.2522| Accuracy: 92.94| Best Accuracy: 92.94]
[Epoch: 137| Loss: 0.2523| Accuracy: 92.94| Best Accuracy: 92.94]
[Epoch: 138| Loss: 0.2523| Accuracy: 92.94| Best Accuracy: 92.94]
[Epoch: 139| Loss: 0.2523| Accuracy: 92.94| Best Accuracy: 92.94]
[Epoch: 140| Loss: 0.2523| Accuracy: 92.94| Best Accuracy: 92.94]
[Epoch: 141| Loss: 0.2524| Accuracy: 92.94| Best Accuracy: 92.94]
[Epoch: 142| Loss: 0.2524| Accuracy: 92.94| Best Accuracy: 92.94]
[Epoch: 143| Loss: 0.2525| Accuracy: 92.94| Best Accuracy: 92.94]
[Epoch: 144| Loss: 0.2525| Accuracy: 92.94| Best Accuracy: 92.94]
[Epoch: 145| Loss: 0.2525| Accuracy: 92.94| Best Accuracy: 92.94]
[Epoch: 146| Loss: 0.2526| Accuracy: 92.94| Best Accuracy: 92.94]
[Epoch: 147| Loss: 0.2526| Accuracy: 92.94| Best Accuracy: 92.94]
[Epoch: 148| Loss: 0.2527| Accuracy: 92.94| Best Accuracy: 92.94]
[Epoch: 149| Loss: 0.2527| Accuracy: 92.94| Best Accuracy: 92.94]
[Epoch: 150| Loss: 0.2528| Accuracy: 92.94| Best Accuracy: 92.94]
[Epoch: 151| Loss: 0.2528| Accuracy: 92.94| Best Accuracy: 92.94]
[Epoch: 152| Loss: 0.2529| Accuracy: 92.94| Best Accuracy: 92.94]
[Epoch: 153| Loss: 0.2529| Accuracy: 92.91| Best Accuracy: 92.94]
[Epoch: 154| Loss: 0.2530| Accuracy: 92.91| Best Accuracy: 92.94]
[Epoch: 155| Loss: 0.2530| Accuracy: 92.94| Best Accuracy: 92.94]
[Epoch: 156| Loss: 0.2531| Accuracy: 92.94| Best Accuracy: 92.94]
[Epoch: 157| Loss: 0.2531| Accuracy: 92.94| Best Accuracy: 92.94]
[Epoch: 158| Loss: 0.2532| Accuracy: 92.94| Best Accuracy: 92.94]
[Epoch: 159| Loss: 0.2532| Accuracy: 92.94| Best Accuracy: 92.94]
[Epoch: 160| Loss: 0.2533| Accuracy: 92.94| Best Accuracy: 92.94]
[Epoch: 161| Loss: 0.2533| Accuracy: 92.94| Best Accuracy: 92.94]
[Epoch: 162| Loss: 0.2534| Accuracy: 92.94| Best Accuracy: 92.94]
[Epoch: 163| Loss: 0.2535| Accuracy: 92.94| Best Accuracy: 92.94]
[Epoch: 164| Loss: 0.2535| Accuracy: 92.94| Best Accuracy: 92.94]
[Epoch: 165| Loss: 0.2536| Accuracy: 92.94| Best Accuracy: 92.94]
[Epoch: 166| Loss: 0.2536| Accuracy: 92.94| Best Accuracy: 92.94]
[Epoch: 167| Loss: 0.2537| Accuracy: 92.94| Best Accuracy: 92.94]
[Epoch: 168| Loss: 0.2537| Accuracy: 93.01| Best Accuracy: 93.01]
[Epoch: 169| Loss: 0.2538| Accuracy: 93.01| Best Accuracy: 93.01]
[Epoch: 170| Loss: 0.2538| Accuracy: 92.98| Best Accuracy: 93.01]
[Epoch: 171| Loss: 0.2539| Accuracy: 93.01| Best Accuracy: 93.01]
[Epoch: 172| Loss: 0.2540| Accuracy: 93.01| Best Accuracy: 93.01]
[Epoch: 173| Loss: 0.2540| Accuracy: 93.01| Best Accuracy: 93.01]
[Epoch: 174| Loss: 0.2541| Accuracy: 93.01| Best Accuracy: 93.01]
[Epoch: 175| Loss: 0.2541| Accuracy: 93.01| Best Accuracy: 93.01]
[Epoch: 176| Loss: 0.2542| Accuracy: 93.01| Best Accuracy: 93.01]
[Epoch: 177| Loss: 0.2543| Accuracy: 93.01| Best Accuracy: 93.01]
[Epoch: 178| Loss: 0.2543| Accuracy: 93.01| Best Accuracy: 93.01]
[Epoch: 179| Loss: 0.2544| Accuracy: 93.01| Best Accuracy: 93.01]
[Epoch: 180| Loss: 0.2544| Accuracy: 93.01| Best Accuracy: 93.01]
[Epoch: 181| Loss: 0.2545| Accuracy: 93.01| Best Accuracy: 93.01]
[Epoch: 182| Loss: 0.2546| Accuracy: 93.01| Best Accuracy: 93.01]
[Epoch: 183| Loss: 0.2546| Accuracy: 93.01| Best Accuracy: 93.01]
[Epoch: 184| Loss: 0.2547| Accuracy: 93.01| Best Accuracy: 93.01]
[Epoch: 185| Loss: 0.2547| Accuracy: 93.01| Best Accuracy: 93.01]
[Epoch: 186| Loss: 0.2548| Accuracy: 93.01| Best Accuracy: 93.01]
[Epoch: 187| Loss: 0.2549| Accuracy: 93.01| Best Accuracy: 93.01]
[Epoch: 188| Loss: 0.2549| Accuracy: 93.01| Best Accuracy: 93.01]
[Epoch: 189| Loss: 0.2550| Accuracy: 93.01| Best Accuracy: 93.01]
[Epoch: 190| Loss: 0.2550| Accuracy: 93.01| Best Accuracy: 93.01]
[Epoch: 191| Loss: 0.2551| Accuracy: 93.01| Best Accuracy: 93.01]
[Epoch: 192| Loss: 0.2552| Accuracy: 93.01| Best Accuracy: 93.01]
[Epoch: 193| Loss: 0.2552| Accuracy: 93.01| Best Accuracy: 93.01]
[Epoch: 194| Loss: 0.2553| Accuracy: 93.04| Best Accuracy: 93.04]
[Epoch: 195| Loss: 0.2553| Accuracy: 93.08| Best Accuracy: 93.08]
[Epoch: 196| Loss: 0.2554| Accuracy: 93.08| Best Accuracy: 93.08]
[Epoch: 197| Loss: 0.2555| Accuracy: 93.08| Best Accuracy: 93.08]
[Epoch: 198| Loss: 0.2555| Accuracy: 93.08| Best Accuracy: 93.08]
[Epoch: 199| Loss: 0.2556| Accuracy: 93.08| Best Accuracy: 93.08]
[Epoch: 200| Loss: 0.2556| Accuracy: 93.08| Best Accuracy: 93.08]
[Epoch: 201| Loss: 0.2557| Accuracy: 93.08| Best Accuracy: 93.08]
[Epoch: 202| Loss: 0.2558| Accuracy: 93.08| Best Accuracy: 93.08]
[Epoch: 203| Loss: 0.2558| Accuracy: 93.08| Best Accuracy: 93.08]
[Epoch: 204| Loss: 0.2559| Accuracy: 93.11| Best Accuracy: 93.11]
[Epoch: 205| Loss: 0.2560| Accuracy: 93.11| Best Accuracy: 93.11]
[Epoch: 206| Loss: 0.2560| Accuracy: 93.15| Best Accuracy: 93.15]
[Epoch: 207| Loss: 0.2561| Accuracy: 93.15| Best Accuracy: 93.15]
[Epoch: 208| Loss: 0.2562| Accuracy: 93.18| Best Accuracy: 93.18]
[Epoch: 209| Loss: 0.2562| Accuracy: 93.18| Best Accuracy: 93.18]
[Epoch: 210| Loss: 0.2563| Accuracy: 93.18| Best Accuracy: 93.18]
[Epoch: 211| Loss: 0.2564| Accuracy: 93.18| Best Accuracy: 93.18]
[Epoch: 212| Loss: 0.2564| Accuracy: 93.21| Best Accuracy: 93.21]
[Epoch: 213| Loss: 0.2565| Accuracy: 93.21| Best Accuracy: 93.21]
[Epoch: 214| Loss: 0.2566| Accuracy: 93.21| Best Accuracy: 93.21]
[Epoch: 215| Loss: 0.2567| Accuracy: 93.21| Best Accuracy: 93.21]
[Epoch: 216| Loss: 0.2567| Accuracy: 93.21| Best Accuracy: 93.21]
[Epoch: 217| Loss: 0.2568| Accuracy: 93.25| Best Accuracy: 93.25]
[Epoch: 218| Loss: 0.2569| Accuracy: 93.25| Best Accuracy: 93.25]
[Epoch: 219| Loss: 0.2570| Accuracy: 93.21| Best Accuracy: 93.25]
[Epoch: 220| Loss: 0.2570| Accuracy: 93.21| Best Accuracy: 93.25]
[Epoch: 221| Loss: 0.2571| Accuracy: 93.25| Best Accuracy: 93.25]
[Epoch: 222| Loss: 0.2572| Accuracy: 93.25| Best Accuracy: 93.25]
[Epoch: 223| Loss: 0.2572| Accuracy: 93.21| Best Accuracy: 93.25]
[Epoch: 224| Loss: 0.2573| Accuracy: 93.21| Best Accuracy: 93.25]
[Epoch: 225| Loss: 0.2574| Accuracy: 93.21| Best Accuracy: 93.25]
[Epoch: 226| Loss: 0.2575| Accuracy: 93.25| Best Accuracy: 93.25]
[Epoch: 227| Loss: 0.2575| Accuracy: 93.25| Best Accuracy: 93.25]
[Epoch: 228| Loss: 0.2576| Accuracy: 93.21| Best Accuracy: 93.25]
[Epoch: 229| Loss: 0.2577| Accuracy: 93.21| Best Accuracy: 93.25]
[Epoch: 230| Loss: 0.2578| Accuracy: 93.18| Best Accuracy: 93.25]
[Epoch: 231| Loss: 0.2578| Accuracy: 93.18| Best Accuracy: 93.25]
[Epoch: 232| Loss: 0.2579| Accuracy: 93.18| Best Accuracy: 93.25]
[Epoch: 233| Loss: 0.2580| Accuracy: 93.18| Best Accuracy: 93.25]
[Epoch: 234| Loss: 0.2581| Accuracy: 93.18| Best Accuracy: 93.25]
