
==> Dump Arguments:
pruning method: energy
visible gpus: 7
sensitivity analysis: OFF
overall pruning ratio: 0.2
stage: 2

0
0

==> Setting params:
batch_size : 600
test_batch_size : 600
epochs : 500
lr_epochs : 500
lr : 0.0001
momentum : 0.9
weight_decay : 0.0001
no_cuda : False
seed : 1
log_interval : 100
arch : HAR
pretrained : saved_models/energy/HAR/stage_1.pth.tar
evaluate : False
retrain : False
prune : energy
prune_shape : vector
prune_target : None
stage : 2
debug : -1
candidates_pruning_ratios : [0.0, 0.0, 0.0, 0.0]
gpus : [0]
visible_gpus : 7
learning_rate_list : [0.0001]
sa : True
sen_ana : False
overall_pruning_ratio : 0.2
cuda : False
====================

Download HAR dataset ...
Download HAR dataset ...
HAR_CNN(
  (conv1): Conv2d(9, 18, kernel_size=(1, 2), stride=(1, 1), padding=(0, 1))
  (relu_conv1): ReLU()
  (pool1): MaxPool2d(kernel_size=(1, 2), stride=2, padding=0, dilation=1, ceil_mode=False)
  (conv2): Conv2d(18, 36, kernel_size=(1, 2), stride=(1, 1), padding=(0, 1))
  (relu_conv2): ReLU()
  (pool2): MaxPool2d(kernel_size=(1, 2), stride=2, padding=0, dilation=1, ceil_mode=False)
  (conv3): Conv2d(36, 72, kernel_size=(1, 2), stride=(1, 1), padding=(0, 1))
  (relu_conv3): ReLU()
  (pool3): MaxPool2d(kernel_size=(1, 2), stride=2, padding=0, dilation=1, ceil_mode=False)
  (ip1): Linear(in_features=1152, out_features=6, bias=True)
)
==> Start pruning ...
[0.0005401202893587232, 0.0005540911145185848, 0.000725072806727329, 0.000309401279761819]
===> Starting Simulated Annealing...
[Iter 0] cur_temp: 100.00 | stop_temp: 20.00 | Loss: -inf | Best perf: -inf[Iter 1] cur_temp: 90.00 | stop_temp: 20.00 | Loss: -2.5219 | Best perf: -2.5219[Iter 2] cur_temp: 81.00 | stop_temp: 20.00 | Loss: -3.2469 | Best perf: -2.5219[Iter 3] cur_temp: 72.90 | stop_temp: 20.00 | Loss: -2.5219 | Best perf: -2.5219[Iter 4] cur_temp: 65.61 | stop_temp: 20.00 | Loss: -2.7001 | Best perf: -2.5219[Iter 5] cur_temp: 59.05 | stop_temp: 20.00 | Loss: -3.2469 | Best perf: -2.5219[Iter 6] cur_temp: 53.14 | stop_temp: 20.00 | Loss: -3.1221 | Best perf: -2.5219[Iter 7] cur_temp: 47.83 | stop_temp: 20.00 | Loss: -3.2469 | Best perf: -2.5219[Iter 8] cur_temp: 43.05 | stop_temp: 20.00 | Loss: -2.5219 | Best perf: -2.5219[Iter 9] cur_temp: 38.74 | stop_temp: 20.00 | Loss: -1.4318 | Best perf: -1.4318[Iter 10] cur_temp: 34.87 | stop_temp: 20.00 | Loss: -1.4318 | Best perf: -1.4318[Iter 11] cur_temp: 31.38 | stop_temp: 20.00 | Loss: -1.4318 | Best perf: -1.4318[Iter 12] cur_temp: 28.24 | stop_temp: 20.00 | Loss: -1.9824 | Best perf: -1.4318[Iter 13] cur_temp: 25.42 | stop_temp: 20.00 | Loss: -2.5219 | Best perf: -1.4318[Iter 14] cur_temp: 22.88 | stop_temp: 20.00 | Loss: -2.5219 | Best perf: -1.4318[Iter 15] cur_temp: 20.59 | stop_temp: 20.00 | Loss: -1.8513 | Best perf: -1.4318
------------------------------------------------------------------
- Intermittent-aware weight pruning info:
- Layer 0:          0 /        324 ( 0.0%) weights are pruned
- Layer 1:        756 /       1296 (58.3%) weights are pruned
- Layer 2:       3672 /       5184 (70.8%) weights are pruned
- Layer 3:       1184 /       6912 (17.1%) weights are pruned
- Total  :       5612 /      13716 (40.9%) weights are pruned
------------------------------------------------------------------

[Epoch: 1| Loss: 0.9643| Accuracy: 70.31| Best Accuracy: 70.31]
[Epoch: 44| Loss: 0.2542| Accuracy: 90.87| Best Accuracy: 90.87]
[Epoch: 45| Loss: 0.2541| Accuracy: 90.91| Best Accuracy: 90.91]
[Epoch: 46| Loss: 0.2539| Accuracy: 90.94| Best Accuracy: 90.94]
[Epoch: 47| Loss: 0.2537| Accuracy: 90.91| Best Accuracy: 90.94]
[Epoch: 48| Loss: 0.2536| Accuracy: 90.91| Best Accuracy: 90.94]
[Epoch: 49| Loss: 0.2534| Accuracy: 90.94| Best Accuracy: 90.94]
[Epoch: 50| Loss: 0.2533| Accuracy: 91.01| Best Accuracy: 91.01]
[Epoch: 51| Loss: 0.2532| Accuracy: 90.97| Best Accuracy: 91.01]
[Epoch: 52| Loss: 0.2531| Accuracy: 90.94| Best Accuracy: 91.01]
[Epoch: 53| Loss: 0.2530| Accuracy: 90.94| Best Accuracy: 91.01]
[Epoch: 54| Loss: 0.2529| Accuracy: 91.01| Best Accuracy: 91.01]
[Epoch: 55| Loss: 0.2529| Accuracy: 91.04| Best Accuracy: 91.04]
[Epoch: 56| Loss: 0.2528| Accuracy: 91.14| Best Accuracy: 91.14]
[Epoch: 57| Loss: 0.2527| Accuracy: 91.18| Best Accuracy: 91.18]
[Epoch: 58| Loss: 0.2527| Accuracy: 91.21| Best Accuracy: 91.21]
[Epoch: 59| Loss: 0.2526| Accuracy: 91.21| Best Accuracy: 91.21]
[Epoch: 60| Loss: 0.2526| Accuracy: 91.21| Best Accuracy: 91.21]
[Epoch: 61| Loss: 0.2525| Accuracy: 91.25| Best Accuracy: 91.25]
[Epoch: 62| Loss: 0.2525| Accuracy: 91.25| Best Accuracy: 91.25]
[Epoch: 63| Loss: 0.2525| Accuracy: 91.25| Best Accuracy: 91.25]
[Epoch: 64| Loss: 0.2524| Accuracy: 91.28| Best Accuracy: 91.28]
[Epoch: 65| Loss: 0.2524| Accuracy: 91.28| Best Accuracy: 91.28]
[Epoch: 66| Loss: 0.2524| Accuracy: 91.28| Best Accuracy: 91.28]
[Epoch: 67| Loss: 0.2524| Accuracy: 91.28| Best Accuracy: 91.28]
[Epoch: 68| Loss: 0.2523| Accuracy: 91.28| Best Accuracy: 91.28]
[Epoch: 69| Loss: 0.2523| Accuracy: 91.28| Best Accuracy: 91.28]
[Epoch: 70| Loss: 0.2523| Accuracy: 91.28| Best Accuracy: 91.28]
[Epoch: 71| Loss: 0.2523| Accuracy: 91.31| Best Accuracy: 91.31]
[Epoch: 72| Loss: 0.2523| Accuracy: 91.31| Best Accuracy: 91.31]
[Epoch: 73| Loss: 0.2523| Accuracy: 91.28| Best Accuracy: 91.31]
[Epoch: 74| Loss: 0.2523| Accuracy: 91.28| Best Accuracy: 91.31]
[Epoch: 75| Loss: 0.2523| Accuracy: 91.31| Best Accuracy: 91.31]
[Epoch: 76| Loss: 0.2523| Accuracy: 91.31| Best Accuracy: 91.31]
[Epoch: 77| Loss: 0.2523| Accuracy: 91.31| Best Accuracy: 91.31]
[Epoch: 78| Loss: 0.2523| Accuracy: 91.35| Best Accuracy: 91.35]
[Epoch: 79| Loss: 0.2524| Accuracy: 91.35| Best Accuracy: 91.35]
[Epoch: 80| Loss: 0.2524| Accuracy: 91.35| Best Accuracy: 91.35]
[Epoch: 81| Loss: 0.2524| Accuracy: 91.35| Best Accuracy: 91.35]
[Epoch: 82| Loss: 0.2524| Accuracy: 91.38| Best Accuracy: 91.38]
[Epoch: 83| Loss: 0.2524| Accuracy: 91.38| Best Accuracy: 91.38]
[Epoch: 84| Loss: 0.2525| Accuracy: 91.42| Best Accuracy: 91.42]
[Epoch: 85| Loss: 0.2525| Accuracy: 91.38| Best Accuracy: 91.42]
[Epoch: 86| Loss: 0.2525| Accuracy: 91.42| Best Accuracy: 91.42]
[Epoch: 87| Loss: 0.2525| Accuracy: 91.42| Best Accuracy: 91.42]
[Epoch: 88| Loss: 0.2526| Accuracy: 91.42| Best Accuracy: 91.42]
[Epoch: 89| Loss: 0.2526| Accuracy: 91.42| Best Accuracy: 91.42]
[Epoch: 90| Loss: 0.2526| Accuracy: 91.42| Best Accuracy: 91.42]
[Epoch: 91| Loss: 0.2527| Accuracy: 91.38| Best Accuracy: 91.42]
[Epoch: 92| Loss: 0.2527| Accuracy: 91.38| Best Accuracy: 91.42]
[Epoch: 93| Loss: 0.2528| Accuracy: 91.38| Best Accuracy: 91.42]
[Epoch: 94| Loss: 0.2528| Accuracy: 91.45| Best Accuracy: 91.45]
[Epoch: 95| Loss: 0.2529| Accuracy: 91.42| Best Accuracy: 91.45]
[Epoch: 96| Loss: 0.2529| Accuracy: 91.42| Best Accuracy: 91.45]
[Epoch: 97| Loss: 0.2530| Accuracy: 91.42| Best Accuracy: 91.45]
[Epoch: 98| Loss: 0.2530| Accuracy: 91.42| Best Accuracy: 91.45]
[Epoch: 99| Loss: 0.2531| Accuracy: 91.42| Best Accuracy: 91.45]
[Epoch: 100| Loss: 0.2531| Accuracy: 91.42| Best Accuracy: 91.45]
[Epoch: 101| Loss: 0.2532| Accuracy: 91.42| Best Accuracy: 91.45]
[Epoch: 102| Loss: 0.2532| Accuracy: 91.42| Best Accuracy: 91.45]
[Epoch: 103| Loss: 0.2533| Accuracy: 91.45| Best Accuracy: 91.45]
[Epoch: 104| Loss: 0.2533| Accuracy: 91.45| Best Accuracy: 91.45]
[Epoch: 105| Loss: 0.2534| Accuracy: 91.45| Best Accuracy: 91.45]
[Epoch: 106| Loss: 0.2535| Accuracy: 91.45| Best Accuracy: 91.45]
[Epoch: 107| Loss: 0.2535| Accuracy: 91.45| Best Accuracy: 91.45]
[Epoch: 108| Loss: 0.2536| Accuracy: 91.45| Best Accuracy: 91.45]
[Epoch: 109| Loss: 0.2536| Accuracy: 91.45| Best Accuracy: 91.45]
[Epoch: 110| Loss: 0.2537| Accuracy: 91.42| Best Accuracy: 91.45]
[Epoch: 111| Loss: 0.2538| Accuracy: 91.42| Best Accuracy: 91.45]
[Epoch: 112| Loss: 0.2538| Accuracy: 91.35| Best Accuracy: 91.45]
[Epoch: 113| Loss: 0.2539| Accuracy: 91.35| Best Accuracy: 91.45]
[Epoch: 114| Loss: 0.2540| Accuracy: 91.38| Best Accuracy: 91.45]
[Epoch: 115| Loss: 0.2540| Accuracy: 91.38| Best Accuracy: 91.45]
[Epoch: 116| Loss: 0.2541| Accuracy: 91.42| Best Accuracy: 91.45]
[Epoch: 117| Loss: 0.2542| Accuracy: 91.42| Best Accuracy: 91.45]
[Epoch: 118| Loss: 0.2543| Accuracy: 91.45| Best Accuracy: 91.45]
[Epoch: 119| Loss: 0.2543| Accuracy: 91.38| Best Accuracy: 91.45]
[Epoch: 120| Loss: 0.2544| Accuracy: 91.38| Best Accuracy: 91.45]
[Epoch: 121| Loss: 0.2545| Accuracy: 91.42| Best Accuracy: 91.45]
[Epoch: 122| Loss: 0.2545| Accuracy: 91.42| Best Accuracy: 91.45]
[Epoch: 123| Loss: 0.2546| Accuracy: 91.42| Best Accuracy: 91.45]
[Epoch: 124| Loss: 0.2547| Accuracy: 91.42| Best Accuracy: 91.45]
[Epoch: 125| Loss: 0.2548| Accuracy: 91.42| Best Accuracy: 91.45]
[Epoch: 126| Loss: 0.2548| Accuracy: 91.38| Best Accuracy: 91.45]
[Epoch: 127| Loss: 0.2549| Accuracy: 91.38| Best Accuracy: 91.45]
[Epoch: 128| Loss: 0.2550| Accuracy: 91.35| Best Accuracy: 91.45]
[Epoch: 129| Loss: 0.2550| Accuracy: 91.38| Best Accuracy: 91.45]
[Epoch: 130| Loss: 0.2551| Accuracy: 91.35| Best Accuracy: 91.45]
[Epoch: 131| Loss: 0.2552| Accuracy: 91.35| Best Accuracy: 91.45]
[Epoch: 132| Loss: 0.2553| Accuracy: 91.28| Best Accuracy: 91.45]
[Epoch: 133| Loss: 0.2553| Accuracy: 91.28| Best Accuracy: 91.45]
[Epoch: 134| Loss: 0.2554| Accuracy: 91.28| Best Accuracy: 91.45]
[Epoch: 135| Loss: 0.2555| Accuracy: 91.28| Best Accuracy: 91.45]
[Epoch: 136| Loss: 0.2556| Accuracy: 91.28| Best Accuracy: 91.45]
[Epoch: 137| Loss: 0.2557| Accuracy: 91.28| Best Accuracy: 91.45]
[Epoch: 138| Loss: 0.2557| Accuracy: 91.25| Best Accuracy: 91.45]
[Epoch: 139| Loss: 0.2558| Accuracy: 91.21| Best Accuracy: 91.45]
[Epoch: 140| Loss: 0.2559| Accuracy: 91.21| Best Accuracy: 91.45]
[Epoch: 141| Loss: 0.2560| Accuracy: 91.21| Best Accuracy: 91.45]
[Epoch: 142| Loss: 0.2561| Accuracy: 91.21| Best Accuracy: 91.45]
[Epoch: 143| Loss: 0.2561| Accuracy: 91.21| Best Accuracy: 91.45]
[Epoch: 144| Loss: 0.2562| Accuracy: 91.21| Best Accuracy: 91.45]
[Epoch: 145| Loss: 0.2563| Accuracy: 91.21| Best Accuracy: 91.45]
[Epoch: 146| Loss: 0.2564| Accuracy: 91.21| Best Accuracy: 91.45]
[Epoch: 147| Loss: 0.2565| Accuracy: 91.21| Best Accuracy: 91.45]
[Epoch: 148| Loss: 0.2566| Accuracy: 91.25| Best Accuracy: 91.45]
[Epoch: 149| Loss: 0.2566| Accuracy: 91.21| Best Accuracy: 91.45]
[Epoch: 150| Loss: 0.2567| Accuracy: 91.18| Best Accuracy: 91.45]
[Epoch: 151| Loss: 0.2568| Accuracy: 91.18| Best Accuracy: 91.45]
[Epoch: 152| Loss: 0.2569| Accuracy: 91.18| Best Accuracy: 91.45]
[Epoch: 153| Loss: 0.2570| Accuracy: 91.18| Best Accuracy: 91.45]
[Epoch: 154| Loss: 0.2571| Accuracy: 91.18| Best Accuracy: 91.45]
[Epoch: 155| Loss: 0.2572| Accuracy: 91.14| Best Accuracy: 91.45]
[Epoch: 156| Loss: 0.2573| Accuracy: 91.14| Best Accuracy: 91.45]
[Epoch: 157| Loss: 0.2574| Accuracy: 91.14| Best Accuracy: 91.45]
[Epoch: 158| Loss: 0.2574| Accuracy: 91.14| Best Accuracy: 91.45]
[Epoch: 159| Loss: 0.2575| Accuracy: 91.14| Best Accuracy: 91.45]
[Epoch: 160| Loss: 0.2576| Accuracy: 91.14| Best Accuracy: 91.45]
[Epoch: 161| Loss: 0.2577| Accuracy: 91.14| Best Accuracy: 91.45]
[Epoch: 162| Loss: 0.2578| Accuracy: 91.18| Best Accuracy: 91.45]
[Epoch: 163| Loss: 0.2579| Accuracy: 91.18| Best Accuracy: 91.45]
[Epoch: 164| Loss: 0.2580| Accuracy: 91.18| Best Accuracy: 91.45]
[Epoch: 165| Loss: 0.2581| Accuracy: 91.18| Best Accuracy: 91.45]
[Epoch: 166| Loss: 0.2582| Accuracy: 91.18| Best Accuracy: 91.45]
[Epoch: 167| Loss: 0.2583| Accuracy: 91.21| Best Accuracy: 91.45]
[Epoch: 168| Loss: 0.2584| Accuracy: 91.21| Best Accuracy: 91.45]
[Epoch: 169| Loss: 0.2585| Accuracy: 91.21| Best Accuracy: 91.45]
[Epoch: 170| Loss: 0.2586| Accuracy: 91.21| Best Accuracy: 91.45]
[Epoch: 171| Loss: 0.2587| Accuracy: 91.21| Best Accuracy: 91.45]
[Epoch: 172| Loss: 0.2588| Accuracy: 91.21| Best Accuracy: 91.45]
[Epoch: 173| Loss: 0.2589| Accuracy: 91.21| Best Accuracy: 91.45]
[Epoch: 174| Loss: 0.2590| Accuracy: 91.18| Best Accuracy: 91.45]
[Epoch: 175| Loss: 0.2590| Accuracy: 91.18| Best Accuracy: 91.45]
[Epoch: 176| Loss: 0.2591| Accuracy: 91.18| Best Accuracy: 91.45]
[Epoch: 177| Loss: 0.2592| Accuracy: 91.18| Best Accuracy: 91.45]
[Epoch: 178| Loss: 0.2593| Accuracy: 91.21| Best Accuracy: 91.45]
[Epoch: 179| Loss: 0.2594| Accuracy: 91.21| Best Accuracy: 91.45]
[Epoch: 180| Loss: 0.2595| Accuracy: 91.14| Best Accuracy: 91.45]
[Epoch: 181| Loss: 0.2596| Accuracy: 91.14| Best Accuracy: 91.45]
[Epoch: 182| Loss: 0.2597| Accuracy: 91.18| Best Accuracy: 91.45]
[Epoch: 183| Loss: 0.2598| Accuracy: 91.14| Best Accuracy: 91.45]
[Epoch: 184| Loss: 0.2599| Accuracy: 91.14| Best Accuracy: 91.45]
[Epoch: 185| Loss: 0.2600| Accuracy: 91.18| Best Accuracy: 91.45]
[Epoch: 186| Loss: 0.2601| Accuracy: 91.18| Best Accuracy: 91.45]
[Epoch: 187| Loss: 0.2602| Accuracy: 91.18| Best Accuracy: 91.45]
[Epoch: 188| Loss: 0.2603| Accuracy: 91.18| Best Accuracy: 91.45]
[Epoch: 189| Loss: 0.2604| Accuracy: 91.18| Best Accuracy: 91.45]
[Epoch: 190| Loss: 0.2605| Accuracy: 91.18| Best Accuracy: 91.45]
[Epoch: 191| Loss: 0.2606| Accuracy: 91.18| Best Accuracy: 91.45]
[Epoch: 192| Loss: 0.2607| Accuracy: 91.18| Best Accuracy: 91.45]
[Epoch: 193| Loss: 0.2608| Accuracy: 91.18| Best Accuracy: 91.45]
[Epoch: 194| Loss: 0.2609| Accuracy: 91.18| Best Accuracy: 91.45]
[Epoch: 195| Loss: 0.2610| Accuracy: 91.18| Best Accuracy: 91.45]
[Epoch: 196| Loss: 0.2611| Accuracy: 91.18| Best Accuracy: 91.45]
[Epoch: 197| Loss: 0.2613| Accuracy: 91.18| Best Accuracy: 91.45]
[Epoch: 198| Loss: 0.2614| Accuracy: 91.18| Best Accuracy: 91.45]
[Epoch: 199| Loss: 0.2615| Accuracy: 91.21| Best Accuracy: 91.45]
[Epoch: 200| Loss: 0.2616| Accuracy: 91.21| Best Accuracy: 91.45]
[Epoch: 201| Loss: 0.2617| Accuracy: 91.21| Best Accuracy: 91.45]
[Epoch: 202| Loss: 0.2618| Accuracy: 91.21| Best Accuracy: 91.45]
[Epoch: 203| Loss: 0.2618| Accuracy: 91.21| Best Accuracy: 91.45]
[Epoch: 204| Loss: 0.2619| Accuracy: 91.21| Best Accuracy: 91.45]
[Epoch: 205| Loss: 0.2620| Accuracy: 91.21| Best Accuracy: 91.45]
[Epoch: 206| Loss: 0.2621| Accuracy: 91.25| Best Accuracy: 91.45]
[Epoch: 207| Loss: 0.2622| Accuracy: 91.25| Best Accuracy: 91.45]
[Epoch: 208| Loss: 0.2623| Accuracy: 91.25| Best Accuracy: 91.45]
[Epoch: 209| Loss: 0.2624| Accuracy: 91.25| Best Accuracy: 91.45]
[Epoch: 210| Loss: 0.2625| Accuracy: 91.25| Best Accuracy: 91.45]
[Epoch: 211| Loss: 0.2626| Accuracy: 91.25| Best Accuracy: 91.45]
[Epoch: 212| Loss: 0.2627| Accuracy: 91.25| Best Accuracy: 91.45]
[Epoch: 213| Loss: 0.2628| Accuracy: 91.25| Best Accuracy: 91.45]
[Epoch: 214| Loss: 0.2629| Accuracy: 91.25| Best Accuracy: 91.45]
[Epoch: 215| Loss: 0.2630| Accuracy: 91.25| Best Accuracy: 91.45]
[Epoch: 216| Loss: 0.2631| Accuracy: 91.25| Best Accuracy: 91.45]
[Epoch: 217| Loss: 0.2632| Accuracy: 91.25| Best Accuracy: 91.45]
[Epoch: 218| Loss: 0.2633| Accuracy: 91.28| Best Accuracy: 91.45]
[Epoch: 219| Loss: 0.2634| Accuracy: 91.28| Best Accuracy: 91.45]
[Epoch: 220| Loss: 0.2635| Accuracy: 91.28| Best Accuracy: 91.45]
[Epoch: 221| Loss: 0.2636| Accuracy: 91.25| Best Accuracy: 91.45]
[Epoch: 222| Loss: 0.2637| Accuracy: 91.25| Best Accuracy: 91.45]
[Epoch: 223| Loss: 0.2638| Accuracy: 91.25| Best Accuracy: 91.45]
[Epoch: 224| Loss: 0.2639| Accuracy: 91.25| Best Accuracy: 91.45]
[Epoch: 225| Loss: 0.2640| Accuracy: 91.25| Best Accuracy: 91.45]
[Epoch: 226| Loss: 0.2641| Accuracy: 91.25| Best Accuracy: 91.45]
[Epoch: 227| Loss: 0.2642| Accuracy: 91.25| Best Accuracy: 91.45]
[Epoch: 228| Loss: 0.2643| Accuracy: 91.25| Best Accuracy: 91.45]
[Epoch: 229| Loss: 0.2644| Accuracy: 91.28| Best Accuracy: 91.45]
[Epoch: 230| Loss: 0.2645| Accuracy: 91.28| Best Accuracy: 91.45]
[Epoch: 231| Loss: 0.2646| Accuracy: 91.28| Best Accuracy: 91.45]
[Epoch: 232| Loss: 0.2647| Accuracy: 91.28| Best Accuracy: 91.45]
[Epoch: 233| Loss: 0.2647| Accuracy: 91.28| Best Accuracy: 91.45]
