
==> Dump Arguments:
pruning method: intermittent
visible gpus: 7
sensitivity analysis: OFF
overall pruning ratio: 0.2
stage: 1

0
0

==> Setting params:
batch_size : 600
test_batch_size : 600
epochs : 500
lr_epochs : 500
lr : 0.0001
momentum : 0.9
weight_decay : 0.0001
no_cuda : False
seed : 1
log_interval : 100
arch : HAR
pretrained : saved_models/intermittent/HAR/stage_0.pth.tar
evaluate : False
retrain : False
prune : intermittent
prune_shape : vector
prune_target : None
stage : 1
debug : -1
candidates_pruning_ratios : [0.0, 0.0, 0.0, 0.0]
gpus : [0]
visible_gpus : 7
learning_rate_list : [0.0001]
sa : True
sen_ana : False
overall_pruning_ratio : 0.2
cuda : False
====================

Download HAR dataset ...
Download HAR dataset ...
HAR_CNN(
  (conv1): Conv2d(9, 18, kernel_size=(1, 2), stride=(1, 1), padding=(0, 1))
  (relu_conv1): ReLU()
  (pool1): MaxPool2d(kernel_size=(1, 2), stride=2, padding=0, dilation=1, ceil_mode=False)
  (conv2): Conv2d(18, 36, kernel_size=(1, 2), stride=(1, 1), padding=(0, 1))
  (relu_conv2): ReLU()
  (pool2): MaxPool2d(kernel_size=(1, 2), stride=2, padding=0, dilation=1, ceil_mode=False)
  (conv3): Conv2d(36, 72, kernel_size=(1, 2), stride=(1, 1), padding=(0, 1))
  (relu_conv3): ReLU()
  (pool3): MaxPool2d(kernel_size=(1, 2), stride=2, padding=0, dilation=1, ceil_mode=False)
  (ip1): Linear(in_features=1152, out_features=6, bias=True)
)
==> Start pruning ...
[4608, 3840, 3264, 394]
===> Starting Simulated Annealing...
[Iter 0] cur_temp: 100.00 | stop_temp: 20.00 | Loss: -inf | Best perf: -inf[Iter 1] cur_temp: 90.00 | stop_temp: 20.00 | Loss: -1.0662 | Best perf: -1.0662[Iter 2] cur_temp: 81.00 | stop_temp: 20.00 | Loss: -1.8114 | Best perf: -1.0662[Iter 3] cur_temp: 72.90 | stop_temp: 20.00 | Loss: -2.1784 | Best perf: -1.0662[Iter 4] cur_temp: 65.61 | stop_temp: 20.00 | Loss: -1.6614 | Best perf: -1.0662[Iter 5] cur_temp: 59.05 | stop_temp: 20.00 | Loss: -2.6905 | Best perf: -1.0662[Iter 6] cur_temp: 53.14 | stop_temp: 20.00 | Loss: -2.6784 | Best perf: -1.0662[Iter 7] cur_temp: 47.83 | stop_temp: 20.00 | Loss: -4.9238 | Best perf: -1.0662[Iter 8] cur_temp: 43.05 | stop_temp: 20.00 | Loss: -4.6678 | Best perf: -1.0662[Iter 9] cur_temp: 38.74 | stop_temp: 20.00 | Loss: -1.6584 | Best perf: -1.0662[Iter 10] cur_temp: 34.87 | stop_temp: 20.00 | Loss: -2.2482 | Best perf: -1.0662[Iter 11] cur_temp: 31.38 | stop_temp: 20.00 | Loss: -1.0806 | Best perf: -1.0662[Iter 12] cur_temp: 28.24 | stop_temp: 20.00 | Loss: -1.7850 | Best perf: -1.0662[Iter 13] cur_temp: 25.42 | stop_temp: 20.00 | Loss: -2.1255 | Best perf: -1.0662[Iter 14] cur_temp: 22.88 | stop_temp: 20.00 | Loss: -2.1404 | Best perf: -1.0662[Iter 15] cur_temp: 20.59 | stop_temp: 20.00 | Loss: -2.5009 | Best perf: -1.0662
------------------------------------------------------------------
- Intermittent-aware weight pruning info:
- Layer 0:        108 /        324 (33.3%) weights are pruned
- Layer 1:        432 /       1296 (33.3%) weights are pruned
- Layer 2:       2376 /       5184 (45.8%) weights are pruned
- Layer 3:       1696 /       6912 (24.5%) weights are pruned
- Total  :       4612 /      13716 (33.6%) weights are pruned
------------------------------------------------------------------

[Epoch: 1| Loss: 0.5914| Accuracy: 80.25| Best Accuracy: 80.25]
[Epoch: 44| Loss: 0.2555| Accuracy: 90.80| Best Accuracy: 90.80]
[Epoch: 45| Loss: 0.2551| Accuracy: 90.84| Best Accuracy: 90.84]
[Epoch: 46| Loss: 0.2547| Accuracy: 90.84| Best Accuracy: 90.84]
[Epoch: 47| Loss: 0.2543| Accuracy: 90.84| Best Accuracy: 90.84]
[Epoch: 48| Loss: 0.2539| Accuracy: 90.87| Best Accuracy: 90.87]
[Epoch: 49| Loss: 0.2536| Accuracy: 90.87| Best Accuracy: 90.87]
[Epoch: 50| Loss: 0.2532| Accuracy: 90.91| Best Accuracy: 90.91]
[Epoch: 51| Loss: 0.2529| Accuracy: 90.94| Best Accuracy: 90.94]
[Epoch: 52| Loss: 0.2526| Accuracy: 90.94| Best Accuracy: 90.94]
[Epoch: 53| Loss: 0.2522| Accuracy: 90.87| Best Accuracy: 90.94]
[Epoch: 54| Loss: 0.2519| Accuracy: 90.87| Best Accuracy: 90.94]
[Epoch: 55| Loss: 0.2516| Accuracy: 90.87| Best Accuracy: 90.94]
[Epoch: 56| Loss: 0.2513| Accuracy: 90.91| Best Accuracy: 90.94]
[Epoch: 57| Loss: 0.2510| Accuracy: 90.94| Best Accuracy: 90.94]
[Epoch: 58| Loss: 0.2507| Accuracy: 90.97| Best Accuracy: 90.97]
[Epoch: 59| Loss: 0.2505| Accuracy: 90.97| Best Accuracy: 90.97]
[Epoch: 60| Loss: 0.2502| Accuracy: 90.97| Best Accuracy: 90.97]
[Epoch: 61| Loss: 0.2500| Accuracy: 90.97| Best Accuracy: 90.97]
[Epoch: 62| Loss: 0.2497| Accuracy: 90.94| Best Accuracy: 90.97]
[Epoch: 63| Loss: 0.2495| Accuracy: 91.01| Best Accuracy: 91.01]
[Epoch: 64| Loss: 0.2492| Accuracy: 90.97| Best Accuracy: 91.01]
[Epoch: 65| Loss: 0.2490| Accuracy: 91.01| Best Accuracy: 91.01]
[Epoch: 66| Loss: 0.2488| Accuracy: 90.97| Best Accuracy: 91.01]
[Epoch: 67| Loss: 0.2486| Accuracy: 90.97| Best Accuracy: 91.01]
[Epoch: 68| Loss: 0.2483| Accuracy: 90.94| Best Accuracy: 91.01]
[Epoch: 69| Loss: 0.2481| Accuracy: 90.97| Best Accuracy: 91.01]
[Epoch: 70| Loss: 0.2479| Accuracy: 90.97| Best Accuracy: 91.01]
[Epoch: 71| Loss: 0.2477| Accuracy: 90.97| Best Accuracy: 91.01]
[Epoch: 72| Loss: 0.2475| Accuracy: 91.11| Best Accuracy: 91.11]
[Epoch: 73| Loss: 0.2473| Accuracy: 91.11| Best Accuracy: 91.11]
[Epoch: 74| Loss: 0.2471| Accuracy: 91.11| Best Accuracy: 91.11]
[Epoch: 75| Loss: 0.2469| Accuracy: 91.11| Best Accuracy: 91.11]
[Epoch: 76| Loss: 0.2467| Accuracy: 91.11| Best Accuracy: 91.11]
[Epoch: 77| Loss: 0.2465| Accuracy: 91.11| Best Accuracy: 91.11]
[Epoch: 78| Loss: 0.2463| Accuracy: 91.14| Best Accuracy: 91.14]
[Epoch: 79| Loss: 0.2461| Accuracy: 91.14| Best Accuracy: 91.14]
[Epoch: 80| Loss: 0.2459| Accuracy: 91.14| Best Accuracy: 91.14]
[Epoch: 81| Loss: 0.2458| Accuracy: 91.18| Best Accuracy: 91.18]
[Epoch: 82| Loss: 0.2456| Accuracy: 91.18| Best Accuracy: 91.18]
[Epoch: 83| Loss: 0.2454| Accuracy: 91.21| Best Accuracy: 91.21]
[Epoch: 84| Loss: 0.2452| Accuracy: 91.21| Best Accuracy: 91.21]
[Epoch: 85| Loss: 0.2451| Accuracy: 91.25| Best Accuracy: 91.25]
[Epoch: 86| Loss: 0.2449| Accuracy: 91.25| Best Accuracy: 91.25]
[Epoch: 87| Loss: 0.2447| Accuracy: 91.25| Best Accuracy: 91.25]
[Epoch: 88| Loss: 0.2445| Accuracy: 91.25| Best Accuracy: 91.25]
[Epoch: 89| Loss: 0.2444| Accuracy: 91.31| Best Accuracy: 91.31]
[Epoch: 90| Loss: 0.2442| Accuracy: 91.31| Best Accuracy: 91.31]
[Epoch: 91| Loss: 0.2441| Accuracy: 91.31| Best Accuracy: 91.31]
[Epoch: 92| Loss: 0.2439| Accuracy: 91.31| Best Accuracy: 91.31]
[Epoch: 93| Loss: 0.2437| Accuracy: 91.31| Best Accuracy: 91.31]
[Epoch: 94| Loss: 0.2436| Accuracy: 91.35| Best Accuracy: 91.35]
[Epoch: 95| Loss: 0.2435| Accuracy: 91.35| Best Accuracy: 91.35]
[Epoch: 96| Loss: 0.2433| Accuracy: 91.38| Best Accuracy: 91.38]
[Epoch: 97| Loss: 0.2432| Accuracy: 91.38| Best Accuracy: 91.38]
[Epoch: 98| Loss: 0.2430| Accuracy: 91.38| Best Accuracy: 91.38]
[Epoch: 99| Loss: 0.2429| Accuracy: 91.42| Best Accuracy: 91.42]
[Epoch: 100| Loss: 0.2428| Accuracy: 91.42| Best Accuracy: 91.42]
[Epoch: 101| Loss: 0.2426| Accuracy: 91.42| Best Accuracy: 91.42]
[Epoch: 102| Loss: 0.2425| Accuracy: 91.42| Best Accuracy: 91.42]
[Epoch: 103| Loss: 0.2424| Accuracy: 91.42| Best Accuracy: 91.42]
[Epoch: 104| Loss: 0.2423| Accuracy: 91.45| Best Accuracy: 91.45]
[Epoch: 105| Loss: 0.2422| Accuracy: 91.45| Best Accuracy: 91.45]
[Epoch: 106| Loss: 0.2420| Accuracy: 91.45| Best Accuracy: 91.45]
[Epoch: 107| Loss: 0.2419| Accuracy: 91.45| Best Accuracy: 91.45]
[Epoch: 108| Loss: 0.2418| Accuracy: 91.48| Best Accuracy: 91.48]
[Epoch: 109| Loss: 0.2417| Accuracy: 91.48| Best Accuracy: 91.48]
[Epoch: 110| Loss: 0.2416| Accuracy: 91.48| Best Accuracy: 91.48]
[Epoch: 111| Loss: 0.2415| Accuracy: 91.52| Best Accuracy: 91.52]
[Epoch: 112| Loss: 0.2414| Accuracy: 91.52| Best Accuracy: 91.52]
[Epoch: 113| Loss: 0.2413| Accuracy: 91.52| Best Accuracy: 91.52]
[Epoch: 114| Loss: 0.2412| Accuracy: 91.55| Best Accuracy: 91.55]
[Epoch: 115| Loss: 0.2412| Accuracy: 91.58| Best Accuracy: 91.58]
[Epoch: 116| Loss: 0.2411| Accuracy: 91.62| Best Accuracy: 91.62]
[Epoch: 117| Loss: 0.2410| Accuracy: 91.62| Best Accuracy: 91.62]
[Epoch: 118| Loss: 0.2409| Accuracy: 91.62| Best Accuracy: 91.62]
[Epoch: 119| Loss: 0.2409| Accuracy: 91.62| Best Accuracy: 91.62]
[Epoch: 120| Loss: 0.2408| Accuracy: 91.65| Best Accuracy: 91.65]
[Epoch: 121| Loss: 0.2407| Accuracy: 91.65| Best Accuracy: 91.65]
[Epoch: 122| Loss: 0.2407| Accuracy: 91.65| Best Accuracy: 91.65]
[Epoch: 123| Loss: 0.2406| Accuracy: 91.65| Best Accuracy: 91.65]
[Epoch: 124| Loss: 0.2406| Accuracy: 91.69| Best Accuracy: 91.69]
[Epoch: 125| Loss: 0.2405| Accuracy: 91.69| Best Accuracy: 91.69]
[Epoch: 126| Loss: 0.2405| Accuracy: 91.65| Best Accuracy: 91.69]
[Epoch: 127| Loss: 0.2404| Accuracy: 91.65| Best Accuracy: 91.69]
[Epoch: 128| Loss: 0.2404| Accuracy: 91.65| Best Accuracy: 91.69]
[Epoch: 129| Loss: 0.2404| Accuracy: 91.65| Best Accuracy: 91.69]
[Epoch: 130| Loss: 0.2403| Accuracy: 91.65| Best Accuracy: 91.69]
[Epoch: 131| Loss: 0.2403| Accuracy: 91.69| Best Accuracy: 91.69]
[Epoch: 132| Loss: 0.2402| Accuracy: 91.69| Best Accuracy: 91.69]
[Epoch: 133| Loss: 0.2402| Accuracy: 91.65| Best Accuracy: 91.69]
[Epoch: 134| Loss: 0.2402| Accuracy: 91.65| Best Accuracy: 91.69]
[Epoch: 135| Loss: 0.2402| Accuracy: 91.65| Best Accuracy: 91.69]
[Epoch: 136| Loss: 0.2401| Accuracy: 91.65| Best Accuracy: 91.69]
[Epoch: 137| Loss: 0.2401| Accuracy: 91.65| Best Accuracy: 91.69]
[Epoch: 138| Loss: 0.2401| Accuracy: 91.65| Best Accuracy: 91.69]
[Epoch: 139| Loss: 0.2401| Accuracy: 91.65| Best Accuracy: 91.69]
[Epoch: 140| Loss: 0.2401| Accuracy: 91.62| Best Accuracy: 91.69]
[Epoch: 141| Loss: 0.2401| Accuracy: 91.62| Best Accuracy: 91.69]
[Epoch: 142| Loss: 0.2401| Accuracy: 91.65| Best Accuracy: 91.69]
[Epoch: 143| Loss: 0.2400| Accuracy: 91.65| Best Accuracy: 91.69]
[Epoch: 144| Loss: 0.2400| Accuracy: 91.65| Best Accuracy: 91.69]
[Epoch: 145| Loss: 0.2400| Accuracy: 91.65| Best Accuracy: 91.69]
[Epoch: 146| Loss: 0.2400| Accuracy: 91.65| Best Accuracy: 91.69]
[Epoch: 147| Loss: 0.2400| Accuracy: 91.65| Best Accuracy: 91.69]
[Epoch: 148| Loss: 0.2400| Accuracy: 91.65| Best Accuracy: 91.69]
[Epoch: 149| Loss: 0.2401| Accuracy: 91.69| Best Accuracy: 91.69]
[Epoch: 150| Loss: 0.2401| Accuracy: 91.69| Best Accuracy: 91.69]
[Epoch: 151| Loss: 0.2401| Accuracy: 91.69| Best Accuracy: 91.69]
[Epoch: 152| Loss: 0.2401| Accuracy: 91.69| Best Accuracy: 91.69]
[Epoch: 153| Loss: 0.2401| Accuracy: 91.72| Best Accuracy: 91.72]
[Epoch: 154| Loss: 0.2401| Accuracy: 91.72| Best Accuracy: 91.72]
[Epoch: 155| Loss: 0.2401| Accuracy: 91.72| Best Accuracy: 91.72]
[Epoch: 156| Loss: 0.2401| Accuracy: 91.72| Best Accuracy: 91.72]
[Epoch: 157| Loss: 0.2401| Accuracy: 91.72| Best Accuracy: 91.72]
[Epoch: 158| Loss: 0.2402| Accuracy: 91.72| Best Accuracy: 91.72]
[Epoch: 159| Loss: 0.2402| Accuracy: 91.72| Best Accuracy: 91.72]
[Epoch: 160| Loss: 0.2402| Accuracy: 91.75| Best Accuracy: 91.75]
[Epoch: 161| Loss: 0.2402| Accuracy: 91.75| Best Accuracy: 91.75]
[Epoch: 162| Loss: 0.2402| Accuracy: 91.75| Best Accuracy: 91.75]
[Epoch: 163| Loss: 0.2402| Accuracy: 91.79| Best Accuracy: 91.79]
[Epoch: 164| Loss: 0.2403| Accuracy: 91.86| Best Accuracy: 91.86]
[Epoch: 165| Loss: 0.2403| Accuracy: 91.86| Best Accuracy: 91.86]
[Epoch: 166| Loss: 0.2403| Accuracy: 91.89| Best Accuracy: 91.89]
[Epoch: 167| Loss: 0.2403| Accuracy: 91.92| Best Accuracy: 91.92]
[Epoch: 168| Loss: 0.2404| Accuracy: 91.96| Best Accuracy: 91.96]
[Epoch: 169| Loss: 0.2404| Accuracy: 91.96| Best Accuracy: 91.96]
[Epoch: 170| Loss: 0.2404| Accuracy: 91.96| Best Accuracy: 91.96]
[Epoch: 171| Loss: 0.2405| Accuracy: 91.99| Best Accuracy: 91.99]
[Epoch: 172| Loss: 0.2405| Accuracy: 91.96| Best Accuracy: 91.99]
[Epoch: 173| Loss: 0.2405| Accuracy: 91.96| Best Accuracy: 91.99]
[Epoch: 174| Loss: 0.2406| Accuracy: 91.99| Best Accuracy: 91.99]
[Epoch: 175| Loss: 0.2406| Accuracy: 92.03| Best Accuracy: 92.03]
[Epoch: 176| Loss: 0.2406| Accuracy: 92.03| Best Accuracy: 92.03]
[Epoch: 177| Loss: 0.2407| Accuracy: 92.06| Best Accuracy: 92.06]
[Epoch: 178| Loss: 0.2407| Accuracy: 92.09| Best Accuracy: 92.09]
[Epoch: 179| Loss: 0.2408| Accuracy: 92.09| Best Accuracy: 92.09]
[Epoch: 180| Loss: 0.2408| Accuracy: 92.09| Best Accuracy: 92.09]
[Epoch: 181| Loss: 0.2409| Accuracy: 92.09| Best Accuracy: 92.09]
[Epoch: 182| Loss: 0.2409| Accuracy: 92.09| Best Accuracy: 92.09]
[Epoch: 183| Loss: 0.2409| Accuracy: 92.09| Best Accuracy: 92.09]
[Epoch: 184| Loss: 0.2410| Accuracy: 92.09| Best Accuracy: 92.09]
[Epoch: 185| Loss: 0.2410| Accuracy: 92.13| Best Accuracy: 92.13]
[Epoch: 186| Loss: 0.2411| Accuracy: 92.13| Best Accuracy: 92.13]
[Epoch: 187| Loss: 0.2411| Accuracy: 92.13| Best Accuracy: 92.13]
[Epoch: 188| Loss: 0.2412| Accuracy: 92.13| Best Accuracy: 92.13]
[Epoch: 189| Loss: 0.2412| Accuracy: 92.13| Best Accuracy: 92.13]
[Epoch: 190| Loss: 0.2413| Accuracy: 92.13| Best Accuracy: 92.13]
[Epoch: 191| Loss: 0.2413| Accuracy: 92.13| Best Accuracy: 92.13]
[Epoch: 192| Loss: 0.2414| Accuracy: 92.13| Best Accuracy: 92.13]
[Epoch: 193| Loss: 0.2414| Accuracy: 92.16| Best Accuracy: 92.16]
[Epoch: 194| Loss: 0.2415| Accuracy: 92.16| Best Accuracy: 92.16]
[Epoch: 195| Loss: 0.2416| Accuracy: 92.16| Best Accuracy: 92.16]
[Epoch: 196| Loss: 0.2416| Accuracy: 92.23| Best Accuracy: 92.23]
[Epoch: 197| Loss: 0.2417| Accuracy: 92.23| Best Accuracy: 92.23]
[Epoch: 198| Loss: 0.2417| Accuracy: 92.23| Best Accuracy: 92.23]
[Epoch: 199| Loss: 0.2418| Accuracy: 92.23| Best Accuracy: 92.23]
[Epoch: 200| Loss: 0.2419| Accuracy: 92.23| Best Accuracy: 92.23]
[Epoch: 201| Loss: 0.2420| Accuracy: 92.23| Best Accuracy: 92.23]
[Epoch: 202| Loss: 0.2420| Accuracy: 92.23| Best Accuracy: 92.23]
[Epoch: 203| Loss: 0.2421| Accuracy: 92.23| Best Accuracy: 92.23]
[Epoch: 204| Loss: 0.2422| Accuracy: 92.23| Best Accuracy: 92.23]
[Epoch: 205| Loss: 0.2422| Accuracy: 92.23| Best Accuracy: 92.23]
[Epoch: 206| Loss: 0.2423| Accuracy: 92.23| Best Accuracy: 92.23]
[Epoch: 207| Loss: 0.2424| Accuracy: 92.23| Best Accuracy: 92.23]
[Epoch: 208| Loss: 0.2424| Accuracy: 92.23| Best Accuracy: 92.23]
[Epoch: 209| Loss: 0.2425| Accuracy: 92.23| Best Accuracy: 92.23]
[Epoch: 210| Loss: 0.2426| Accuracy: 92.23| Best Accuracy: 92.23]
[Epoch: 211| Loss: 0.2427| Accuracy: 92.23| Best Accuracy: 92.23]
[Epoch: 212| Loss: 0.2427| Accuracy: 92.23| Best Accuracy: 92.23]
[Epoch: 213| Loss: 0.2428| Accuracy: 92.26| Best Accuracy: 92.26]
[Epoch: 214| Loss: 0.2429| Accuracy: 92.26| Best Accuracy: 92.26]
[Epoch: 215| Loss: 0.2430| Accuracy: 92.23| Best Accuracy: 92.26]
[Epoch: 216| Loss: 0.2431| Accuracy: 92.23| Best Accuracy: 92.26]
[Epoch: 217| Loss: 0.2431| Accuracy: 92.23| Best Accuracy: 92.26]
[Epoch: 218| Loss: 0.2432| Accuracy: 92.20| Best Accuracy: 92.26]
[Epoch: 219| Loss: 0.2433| Accuracy: 92.20| Best Accuracy: 92.26]
[Epoch: 220| Loss: 0.2434| Accuracy: 92.20| Best Accuracy: 92.26]
[Epoch: 221| Loss: 0.2435| Accuracy: 92.20| Best Accuracy: 92.26]
[Epoch: 222| Loss: 0.2435| Accuracy: 92.20| Best Accuracy: 92.26]
[Epoch: 223| Loss: 0.2436| Accuracy: 92.20| Best Accuracy: 92.26]
[Epoch: 224| Loss: 0.2437| Accuracy: 92.20| Best Accuracy: 92.26]
[Epoch: 225| Loss: 0.2438| Accuracy: 92.20| Best Accuracy: 92.26]
[Epoch: 226| Loss: 0.2439| Accuracy: 92.20| Best Accuracy: 92.26]
[Epoch: 227| Loss: 0.2440| Accuracy: 92.20| Best Accuracy: 92.26]
[Epoch: 228| Loss: 0.2441| Accuracy: 92.20| Best Accuracy: 92.26]
[Epoch: 229| Loss: 0.2442| Accuracy: 92.20| Best Accuracy: 92.26]
[Epoch: 230| Loss: 0.2443| Accuracy: 92.20| Best Accuracy: 92.26]
[Epoch: 231| Loss: 0.2444| Accuracy: 92.23| Best Accuracy: 92.26]
[Epoch: 232| Loss: 0.2445| Accuracy: 92.23| Best Accuracy: 92.26]
[Epoch: 233| Loss: 0.2445| Accuracy: 92.23| Best Accuracy: 92.26]
[Epoch: 234| Loss: 0.2446| Accuracy: 92.23| Best Accuracy: 92.26]
